price,age,landValue,livingArea,bedrooms,bathrooms,rooms,heating,fuel,waterfront,newConstruction,centralAir
124000,17,3500,1056,3,1,8,electric,electric,No,No,No
125000,128,16200,864,3,1,6,hot air,oil,No,No,No
138000,19,17600,1552,3,2,4,electric,electric,No,No,No
225000,11,18200,1816,3,1.5,6,hot air,gas,No,No,No
180000,20,12500,1530,3,2,6,hot air,gas,No,No,Yes
189900,14,11900,1756,4,2,8,hot air,gas,No,No,Yes
435000,25,25000,4211,5,3.5,12,hot water/steam,gas,No,No,No
120000,10,20200,2206,3,2.5,7,hot air,oil,No,No,No
163000,64,36000,1092,2,1,6,hot air,oil,Yes,No,No
131000,114,28300,1594,7,1,10,hot water/steam,oil,No,No,No
126500,15,2100,1480,3,2.5,8,hot air,gas,No,No,No
122500,15,3200,1480,3,1.5,4,hot air,gas,No,No,Yes
425000,88,19700,3003,4,3.5,12,hot air,gas,No,No,Yes
225000,54,9500,2164,2,1.5,7,hot water/steam,oil,No,No,No
209000,19,14400,1519,2,1,3,hot water/steam,oil,No,No,No
189100,15,15700,1604,3,2.5,4,hot air,oil,No,No,Yes
285000,25,15900,1400,3,2,5,electric,electric,No,No,No
266600,12,20300,1752,4,1,7,hot air,gas,No,No,No
80000,32,20300,880,2,1.5,6,electric,electric,No,No,No
225000,14,25700,1240,3,2,5,hot air,oil,No,No,No
159000,17,18800,1514,3,1.5,8,hot air,gas,No,No,No
119900,2,15000,840,1,1,6,hot air,gas,No,No,Yes
130900,1,15000,840,2,1,3,hot air,gas,No,No,Yes
194670,124,7400,2592,4,1.5,12,hot air,gas,No,No,No
72000,121,7300,1010,3,1,7,hot air,gas,No,No,No
144700,2,15000,1380,3,1.5,6,hot air,gas,No,No,No
139500,3,15000,1366,3,1.5,8,hot air,gas,No,No,Yes
319000,5,40200,1681,3,2.5,4,hot air,gas,Yes,No,Yes
348000,14,27200,2037,3,2,9,hot water/steam,oil,No,No,No
189900,16,11200,2570,3,1.5,10,hot water/steam,oil,No,No,No
20000,59,8000,936,2,1,4,hot air,oil,No,No,No
60000,13,1200,960,2,1.5,7,hot water/steam,gas,No,No,No
179500,11,3200,1352,3,1.5,5,hot air,oil,No,No,No
133300,118,6200,1060,4,1,8,hot water/steam,gas,No,No,No
153000,6,40100,1508,3,2,5,hot air,oil,No,No,No
111900,54,19600,1272,4,1.5,9,hot air,oil,No,No,No
187000,18,18800,2389,6,3,11,hot water/steam,oil,No,No,No
158500,17,28800,1210,2,1,4,hot air,gas,No,No,No
153000,52,21800,1230,3,1,6,hot air,oil,No,No,No
190000,47,28100,1832,4,2,8,hot air,oil,No,No,No
242000,27,34200,1854,3,1.5,8,hot water/steam,oil,No,No,No
234500,164,40000,2268,3,2.5,10,hot air,oil,No,No,No
225000,29,28700,1807,3,1.5,8,hot air,oil,No,No,No
165000,48,21300,1272,4,1.5,5,hot air,gas,No,No,No
129900,12,4800,1560,3,1,8,hot air,gas,No,No,Yes
315000,15,200,1863,3,3.5,7,hot air,gas,No,No,Yes
129900,64,1400,1120,2,1,3,hot air,oil,Yes,No,No
257000,15,700,1832,2,2.5,8,hot air,gas,No,No,Yes
324000,0,7400,2092,4,2.5,8,hot air,oil,No,No,Yes
520000,13,3100,2702,3,2.5,11,hot air,oil,No,No,No
150414,32,5800,1040,3,1.5,5,hot water/steam,oil,No,No,No
290000,13,400,1758,2,2.5,6,hot air,gas,No,No,Yes
112000,116,6800,2326,3,2,7,hot air,oil,No,No,No
185000,13,13700,2340,3,1.5,8,electric,electric,No,No,No
295000,1,15700,2058,3,2.5,9,hot water/steam,oil,No,No,No
290000,33,21700,944,1,1,4,hot air,oil,Yes,No,No
79900,44,9100,640,2,1,6,electric,electric,No,No,No
256000,6,14700,2353,4,2.5,8,hot air,gas,No,No,Yes
245000,7,17800,2038,4,2.5,7,hot water/steam,gas,No,No,No
140000,32,18500,1469,4,1.5,9,hot air,gas,No,No,Yes
272000,10,41100,2219,3,2,10,hot air,gas,No,No,No
164000,16,19900,1774,4,2,7,hot air,gas,No,No,No
182500,51,14600,1296,4,2,9,hot air,oil,No,No,Yes
219900,124,20100,2289,4,1.5,9,hot water/steam,oil,No,No,No
325000,134,18100,2463,5,2.5,12,hot air,gas,No,No,No
352000,2,49200,3126,4,2.5,12,hot air,oil,No,No,Yes
315000,15,26600,2550,3,2.5,7,hot water/steam,oil,No,No,No
154000,49,13100,1182,2,1,6,hot air,oil,No,No,Yes
199000,48,15800,1890,4,2,7,hot air,oil,No,No,Yes
202000,12,500,1944,3,2.5,7,hot air,oil,No,No,No
292000,6,15000,2815,4,2.5,10,hot air,gas,No,No,No
116600,11,34900,1040,3,2,7,electric,electric,No,No,No
155000,25,14400,1638,4,2,5,hot air,oil,No,No,No
215000,13,21100,2206,4,2.5,9,hot air,gas,No,No,No
373490,0,74800,3170,4,3.5,12,hot air,gas,No,Yes,No
259142,0,74800,2328,4,2.5,10,hot air,gas,No,Yes,Yes
293565,0,74800,2737,4,3,8,hot air,gas,No,Yes,No
285558,0,32000,2879,4,3,8,hot air,gas,No,Yes,No
273960,1,20300,2158,3,2,10,hot air,gas,No,Yes,Yes
185000,11,19300,1336,3,2,7,hot air,gas,No,No,Yes
190000,4,4200,1594,3,2.5,6,hot air,gas,No,No,No
171000,11,18900,1603,3,1.5,4,hot air,gas,No,No,Yes
208000,11,18900,2190,4,2.5,11,hot air,gas,No,No,Yes
168000,10,10700,1478,3,2.5,5,hot air,gas,No,No,Yes
165000,10,8400,1348,2,2,7,hot air,gas,No,No,Yes
138500,36,8000,1558,3,1,6,hot air,gas,No,No,Yes
179900,13,18300,1574,3,1.5,7,hot air,gas,No,No,No
180000,13,16500,1612,4,2,7,hot air,gas,No,No,Yes
112000,129,7300,1216,3,1,7,hot water/steam,gas,No,No,No
152000,124,6000,2256,4,1.5,8,hot air,gas,No,No,Yes
100000,28,15000,1170,3,1.5,4,hot air,oil,No,No,No
154000,29,4600,1456,3,2,6,hot air,oil,No,No,No
133000,29,3900,1320,3,3,5,electric,electric,No,No,No
285000,14,20700,2076,4,2.5,10,hot air,gas,No,No,Yes
138000,22,16800,1326,3,2,5,electric,electric,No,No,No
303000,20,20900,2240,4,2.5,10,electric,electric,No,No,No
250000,19,21600,2100,4,3,7,hot air,gas,No,No,Yes
167500,27,8300,1129,2,1,7,hot air,oil,No,No,No
190000,19,16000,2296,4,2.5,7,hot air,gas,No,No,Yes
182500,20,13800,1475,3,2,8,hot air,gas,No,No,No
107000,20,20100,1268,3,1,6,hot air,gas,No,No,No
195000,15,14100,1816,3,2,7,hot air,gas,No,No,No
169000,30,15000,1632,4,2.5,8,hot water/steam,gas,No,No,No
156000,11,8700,1254,2,1.5,5,hot air,gas,No,No,No
120000,30,64400,1272,3,1,4,hot air,gas,No,No,No
170000,29,80800,1604,4,1.5,6,hot air,gas,No,No,Yes
249835,0,77000,2474,4,2.5,11,hot air,gas,No,No,Yes
188095,0,36000,2057,3,2.5,9,hot air,gas,No,No,Yes
176450,6,32000,1852,3,2.5,8,electric,electric,No,No,Yes
322277,1,51400,2242,3,3,8,hot air,gas,No,No,Yes
149000,32,64400,1564,4,1.5,9,hot air,gas,No,No,No
95000,24,39200,960,3,1,6,electric,electric,No,No,No
198500,63,85000,1680,2,2.5,7,hot air,gas,No,No,Yes
185000,3,27000,1428,2,2.5,6,hot air,gas,No,No,Yes
168900,0,36800,1672,3,2.5,7,hot air,gas,No,No,Yes
220000,29,80800,2284,3,1.5,6,hot air,gas,No,No,Yes
129900,31,54200,1286,3,1,4,hot air,gas,No,No,Yes
167000,53,73000,1250,3,1,4,hot water/steam,gas,No,No,No
330000,113,51300,1896,4,1.5,8,hot water/steam,oil,No,No,No
336000,1,61000,2592,3,3,10,hot air,gas,No,No,Yes
512971,0,12500,1904,2,2,8,hot air,gas,No,No,Yes
229000,3,46400,1680,3,2,6,hot air,gas,No,No,Yes
145000,38,54900,1152,2,1,7,hot air,gas,No,No,No
103000,16,46600,1290,3,1.5,5,electric,electric,No,No,Yes
210000,93,55800,2396,4,1.5,11,hot air,gas,No,No,No
559000,55,255000,3090,4,4,12,hot water/steam,gas,No,No,Yes
218000,142,107000,1428,3,1,8,hot water/steam,oil,No,No,No
262138,0,114000,1631,3,2.5,4,hot air,gas,No,No,Yes
125000,33,49100,1368,3,1,7,hot air,gas,No,No,No
130000,36,54900,1134,3,1,4,hot air,gas,No,No,No
157500,27,84600,1697,3,1.5,6,hot air,gas,No,No,Yes
193000,6,47000,1666,3,2.5,4,hot air,gas,No,No,Yes
275000,78,89000,1738,4,2.5,6,hot water/steam,oil,No,No,Yes
240000,103,210000,1457,2,1.5,7,hot water/steam,gas,No,No,No
200136,0,54000,1632,3,2.5,7,hot air,gas,No,No,Yes
395000,12,128500,2186,3,2.5,6,hot air,gas,No,No,Yes
366703,0,95000,2117,3,2.5,6,hot air,electric,No,No,Yes
103150,32,50000,936,3,1,8,hot air,gas,No,No,No
310000,169,220000,3347,6,2.5,12,hot water/steam,gas,No,No,No
142900,32,50600,1824,4,2.5,10,hot air,gas,No,No,Yes
359770,1,62600,2592,3,3,8,hot air,gas,No,No,Yes
126000,64,84200,1080,2,1,7,hot air,oil,No,No,No
760000,2,194700,3148,5,3.5,12,hot air,gas,No,No,Yes
282500,150,115000,2128,3,1.5,8,hot water/steam,gas,No,No,No
132000,18,28800,1616,3,1.5,8,hot air,gas,No,No,No
325000,5,73800,3313,4,2.5,12,hot air,gas,No,No,Yes
207000,25,57800,2327,3,1.5,10,hot water/steam,gas,No,No,No
155000,32,49100,1640,4,1.5,7,hot air,gas,No,No,Yes
330000,73,89000,1421,3,1.5,5,hot water/steam,gas,No,No,No
101760,103,54000,1280,2,1,3,hot water/steam,gas,No,No,No
496000,3,82400,3467,4,2.5,11,hot air,gas,No,No,Yes
185000,83,87000,1250,3,1.5,5,hot water/steam,gas,No,No,No
125000,33,50000,1368,3,1,5,hot air,gas,No,No,No
286000,1,110200,1396,3,2.5,8,hot air,gas,No,No,No
269000,15,36000,2004,3,2.5,8,hot air,gas,No,No,Yes
303374,1,56200,2242,3,3,6,hot air,gas,No,No,Yes
371165,0,85400,2786,4,2.5,8,hot air,gas,No,No,No
287600,0,48200,2242,3,2.5,6,hot air,gas,No,No,Yes
131000,33,55400,1404,3,1,6,hot air,gas,No,No,No
187000,25,98500,1600,3,1.5,7,hot air,gas,No,No,Yes
169000,103,36000,1408,2,1,3,hot air,gas,No,No,No
133500,37,59400,972,3,1,8,hot air,gas,No,No,No
620000,14,125100,4856,5,4,12,hot air,oil,No,No,Yes
549254,0,63000,2885,3,2.5,11,hot air,gas,No,No,Yes
280000,82,83000,1560,2,1,6,hot air,gas,No,No,No
135000,33,50600,1472,3,1,8,hot air,gas,No,No,No
195388,0,35200,2124,3,2.5,10,hot air,gas,No,No,Yes
337020,1,114000,2162,3,2.5,7,hot air,gas,No,No,Yes
330850,0,89600,2515,4,2.5,8,hot air,gas,No,No,No
248495,0,98500,2294,4,2.5,11,hot air,gas,No,No,Yes
120000,123,63300,1744,4,1,6,hot air,gas,No,No,No
240000,0,90800,2022,3,2.5,8,hot air,gas,No,No,Yes
235000,34,72000,1578,3,2,8,hot water/steam,gas,No,No,Yes
500075,0,239300,3400,3,3,12,hot air,gas,Yes,No,Yes
240000,13,48200,1744,3,2.5,6,hot air,gas,No,No,Yes
270000,0,89600,2560,3,2.5,9,hot air,gas,No,No,Yes
225000,51,89000,1398,3,2.5,4,hot air,gas,No,No,Yes
280000,0,62600,2494,3,2.5,8,hot air,gas,No,No,Yes
225000,27,57800,2208,4,2.5,11,hot air,gas,No,No,Yes
248220,0,89600,2550,3,2.5,7,hot air,gas,No,No,Yes
275000,16,27000,1812,2,2.5,7,hot air,gas,No,No,Yes
137000,50,89000,1290,2,1,3,hot water/steam,gas,No,No,No
150000,16,52200,1172,2,2,3,hot air,gas,No,No,No
649000,10,192900,4128,3,3.5,12,hot air,gas,No,No,Yes
195000,17,64400,1816,3,2.5,5,electric,electric,No,No,Yes
373200,4,99500,2628,4,2.5,8,hot air,gas,No,No,No
169450,0,36000,1254,3,2.5,4,hot air,gas,No,No,Yes
144200,113,54000,1660,4,1.5,9,hot air,gas,No,No,No
189900,43,73500,1850,3,1.5,7,hot air,gas,No,No,No
166000,0,35200,1258,3,2,8,hot air,gas,No,No,Yes
160000,0,42400,1219,3,2,5,hot air,gas,No,No,Yes
327355,14,59400,1850,3,2.5,6,hot air,gas,No,No,Yes
247000,9,52400,2103,3,2.5,7,hot air,gas,No,No,No
318000,3,73800,1806,3,2.5,8,hot air,gas,No,No,Yes
341000,52,250000,1674,2,1.5,4,hot water/steam,gas,No,No,No
288650,0,49800,2242,3,2.5,10,hot air,gas,No,No,Yes
157000,103,27000,1408,3,1.5,4,hot air,gas,No,No,No
449000,20,124800,3457,3,2.5,12,electric,electric,No,No,Yes
142000,28,50400,1728,3,1.5,6,hot air,gas,No,No,No
389000,16,125900,2354,3,2.5,6,electric,electric,No,No,Yes
476000,4,87200,2246,3,2.5,9,hot air,gas,No,No,Yes
249230,0,119700,1902,2,2.5,4,hot air,gas,No,No,Yes
139900,30,53000,1178,3,1,7,hot air,gas,No,No,No
301900,0,103500,2896,4,3.5,11,hot air,gas,No,No,Yes
425000,24,124800,2457,3,3,9,hot air,gas,No,No,Yes
121000,32,50000,936,3,1,8,hot air,gas,No,No,No
150000,123,103000,934,2,1,7,hot water/steam,gas,No,No,No
138000,30,52400,1279,3,1,6,hot air,gas,No,No,No
199900,6,69400,1888,3,2,5,hot water/steam,gas,No,No,No
145000,33,63700,1686,4,1.5,7,hot air,gas,No,No,No
465000,22,61000,2310,2,3,7,hot air,gas,No,No,Yes
158000,1,48200,1200,3,1.5,4,hot air,gas,No,No,Yes
375000,50,78800,1944,3,2.5,7,hot air,gas,No,No,Yes
147783,51,50600,1184,3,1,5,electric,electric,No,No,No
339000,3,83600,2000,3,2.5,5,hot air,gas,No,No,Yes
267000,14,48200,1744,3,2.5,9,hot air,gas,No,No,Yes
290000,3,108300,1620,3,2.5,7,hot air,gas,No,No,Yes
271295,1,67000,2359,4,2.5,11,hot air,gas,No,No,Yes
278140,1,98000,2230,3,2.5,10,hot air,gas,No,No,Yes
138000,94,46800,1147,2,1.5,3,hot air,gas,No,No,No
367500,2,78200,2205,3,2.5,10,hot air,gas,No,No,Yes
428500,4,87200,3243,4,2.5,11,hot air,gas,No,No,Yes
140000,34,57800,1431,3,1.5,5,hot air,gas,No,No,No
140000,35,56600,936,3,1,7,hot air,gas,No,No,No
145000,33,53000,1368,3,1.5,7,hot air,gas,No,No,Yes
280000,16,48200,1800,3,2.5,8,hot air,electric,No,No,Yes
190400,16,49500,1920,3,1.5,9,hot air,gas,No,No,No
267000,83,87000,1416,3,2,7,hot water/steam,gas,No,No,No
164900,77,93000,616,2,1,5,hot air,gas,No,No,No
280000,79,85000,1488,4,1.5,5,hot air,gas,No,No,No
225000,84,87000,1320,3,1.5,6,hot air,oil,No,No,No
148000,18,45800,1250,2,1.5,5,hot air,gas,No,No,Yes
165000,32,54200,1286,3,1,6,hot air,gas,No,No,Yes
340455,0,84800,2886,4,2.5,10,hot air,gas,No,No,Yes
133000,36,60200,1279,3,1,4,hot air,gas,No,No,No
115540,104,56700,1074,3,1,7,hot air,gas,No,No,No
240000,52,78300,1304,3,1,4,hot water/steam,gas,No,No,No
600000,17,36000,3191,3,3.5,12,hot air,gas,No,No,Yes
71500,44,64700,1056,3,1,5,hot water/steam,gas,No,No,No
189900,18,19200,1468,3,2.5,4,hot air,gas,No,No,Yes
325000,115,81000,1598,3,1.5,6,hot water/steam,gas,No,No,No
280000,84,93000,1160,3,1.5,4,hot water/steam,gas,No,No,No
255000,104,89000,1028,2,1,5,hot air,gas,No,No,No
300000,104,105000,2014,6,1,11,hot water/steam,gas,No,No,No
106000,34,63800,1296,3,1,7,hot air,gas,No,No,No
139000,56,62500,932,2,1,3,hot air,gas,No,No,No
165000,15,45800,1290,3,1.5,5,hot air,gas,No,No,No
169000,19,37600,1448,2,1.5,5,hot air,gas,No,No,No
159400,29,49100,1368,3,1,5,hot air,gas,No,No,No
300000,25,90800,3046,4,1.5,11,hot water/steam,gas,No,No,No
161000,32,48200,1272,3,1.5,8,hot air,gas,No,No,No
230500,18,69500,1822,4,2.5,6,hot air,gas,No,No,Yes
220000,31,105700,1579,4,1.5,6,hot air,gas,No,No,Yes
177900,32,52400,1660,4,1.5,7,hot air,gas,No,No,No
350000,36,144900,2452,3,2.5,10,hot water/steam,oil,No,No,No
335000,94,50200,2004,3,2,9,hot air,gas,No,No,Yes
597185,0,193200,4210,4,3.5,12,hot air,gas,No,No,Yes
173000,32,54800,1640,4,1.5,9,hot air,gas,No,No,Yes
518000,144,99000,2847,3,1.5,7,hot water/steam,gas,No,No,No
212000,18,65000,1816,3,2,7,hot air,gas,No,No,Yes
149900,19,93300,2028,4,2,10,hot air,oil,No,No,No
140958,40,54500,775,2,1,7,hot water/steam,gas,No,No,No
95000,34,54800,1368,2,1,6,hot air,gas,No,No,No
161600,34,49100,936,3,1.5,8,hot air,gas,No,No,No
351400,1,114000,1680,2,2.5,4,hot air,gas,No,No,Yes
155000,33,53000,1368,3,1,6,hot air,gas,No,No,No
198500,34,53000,1326,3,1.5,7,hot air,gas,No,No,Yes
276000,62,107000,1579,3,2,4,hot air,oil,No,No,Yes
167000,32,50000,1286,3,1,8,hot air,gas,No,No,No
227000,25,207700,2132,3,2.5,7,hot air,gas,No,No,Yes
405100,3,85400,2000,3,2.5,6,hot air,gas,No,No,Yes
395000,3,112100,2222,3,2.5,6,hot air,gas,No,No,Yes
360000,99,139000,2641,4,2,9,hot water/steam,gas,No,No,No
775000,5,412600,2472,3,2.5,9,hot air,gas,Yes,No,Yes
285000,16,48200,1926,2,3,6,hot air,electric,No,No,Yes
300000,4,108300,1534,3,2.5,8,hot air,gas,No,No,Yes
214000,39,44000,1490,3,1.5,4,hot air,gas,No,No,No
229000,46,72000,1126,3,2,8,hot water/steam,gas,No,No,No
330000,33,61200,1435,3,1.5,8,hot air,gas,No,No,Yes
146000,44,60200,1136,3,1.5,8,hot air,gas,No,No,No
381500,2,114000,2162,3,2.5,9,hot air,gas,No,No,Yes
430000,5,82400,2328,3,2.5,7,hot air,gas,No,No,Yes
650000,2,87800,2754,3,2.5,10,hot air,gas,No,No,Yes
194500,40,37600,1504,4,1.5,6,hot air,gas,No,No,No
279000,14,58400,2473,4,3.5,7,hot air,gas,No,No,Yes
183000,35,47600,2072,4,2.5,8,hot air,gas,No,No,No
195000,18,19200,1480,3,2.5,7,hot air,gas,No,No,Yes
470000,135,99000,2096,3,2.5,8,hot air,gas,No,No,No
167000,80,50400,1050,2,1,6,hot water/steam,gas,No,No,No
309278,17,18000,1650,2,2.5,5,hot air,gas,No,No,Yes
217500,26,92300,1596,3,1.5,6,hot air,gas,No,No,Yes
200000,44,99000,979,3,2,8,hot water/steam,gas,No,No,No
199995,18,53800,1393,2,1.5,6,hot air,gas,No,No,Yes
179000,44,70200,864,2,1,7,hot air,gas,No,No,No
329000,1,106800,2744,4,2.5,10,hot air,gas,No,No,Yes
374900,15,46600,2300,3,3,10,hot air,gas,No,No,Yes
165000,34,52400,1612,3,1,5,hot air,gas,No,No,No
647000,14,193300,2640,4,2.5,12,hot air,gas,No,No,Yes
315000,19,65500,775,1,1,6,hot air,oil,No,No,No
208000,26,49400,2470,4,2.5,10,hot air,gas,No,No,Yes
405000,6,80000,3124,4,3,9,hot air,gas,No,No,No
535000,14,192500,3254,4,2.5,12,hot air,gas,No,No,Yes
184020,34,59000,1544,3,2.5,7,hot air,gas,No,No,No
95000,139,1900,1410,6,1.5,9,hot water/steam,gas,No,No,No
87550,44,2100,906,2,1,3,hot air,gas,No,No,No
131000,66,3600,1512,3,1,8,hot air,gas,No,No,No
127000,77,3400,1232,3,1,8,hot air,gas,No,No,No
104695,54,3500,921,2,1,7,hot air,gas,No,No,No
120000,70,3100,1287,3,1,4,hot air,gas,No,No,No
278500,17,5200,2600,4,3,12,electric,electric,No,No,No
75500,124,1500,1302,3,2,8,hot air,gas,No,No,No
121900,20,4700,1144,3,1,6,hot water/steam,gas,No,No,No
208000,39,5500,1703,3,2,6,hot water/steam,gas,No,No,No
151000,15,4500,1553,3,2,4,electric,electric,No,No,No
138000,15,1700,1040,2,1,3,electric,electric,No,No,No
229000,11,7500,2124,4,3,10,hot water/steam,gas,No,No,No
130000,13,4500,1344,3,2,5,hot air,gas,No,No,No
89900,66,3900,884,2,1,3,hot air,gas,No,No,No
145000,11,3800,1812,3,1.5,7,hot air,oil,No,No,No
86000,43,5500,880,3,1,4,hot air,gas,No,No,No
95000,134,2300,1256,3,2,5,hot air,gas,No,No,No
195000,15,5000,1826,3,2.5,6,hot air,gas,No,No,Yes
107325,126,1100,1134,3,1.5,7,hot air,gas,No,No,No
131000,41,5300,1916,4,2.5,8,hot air,gas,No,No,No
166900,3,1700,1272,3,1.5,7,hot air,gas,No,No,No
127000,39,4900,960,3,1,6,hot air,gas,No,No,Yes
119000,65,2500,1152,2,1.5,4,hot air,gas,No,No,No
92509,13,4500,840,2,1,4,hot air,gas,No,No,No
174000,34,5500,2106,5,2,11,hot air,gas,No,No,No
180000,10,2500,1632,3,2,8,hot air,gas,No,No,No
155000,9,300,1092,3,2,8,hot air,gas,No,No,No
146500,25,13200,1634,3,1.5,8,hot air,gas,No,No,Yes
162500,26,13800,1890,3,2.5,7,hot air,gas,No,No,Yes
210000,32,18400,2224,5,2.5,11,hot air,gas,No,No,No
165000,22,16500,1475,3,2,6,electric,electric,No,No,No
123000,16,2100,1480,3,1.5,5,hot air,gas,No,No,No
150000,36,13300,1368,3,1,4,hot air,gas,No,No,No
128900,7,7200,1200,3,1,8,hot air,gas,No,No,No
88100,0,7400,840,2,1,7,hot air,gas,No,No,Yes
175000,54,25900,1176,3,2,8,hot air,oil,No,No,No
120975,0,7400,1380,3,2,4,hot air,gas,No,Yes,No
147543,0,11300,1786,3,2.5,7,hot air,gas,No,Yes,No
118000,17,3400,1480,3,1.5,4,hot air,gas,No,No,No
199000,13,15300,1574,3,1.5,7,hot water/steam,gas,No,No,No
79900,154,7500,950,2,1.5,5,hot air,oil,No,No,No
279000,14,25300,3178,4,3.5,12,hot air,gas,No,No,Yes
90000,16,10600,1342,3,1.5,7,hot air,gas,No,No,No
91900,20,12000,1336,2,1.5,5,electric,electric,No,No,Yes
153000,10,8400,1542,3,2.5,6,hot air,gas,No,No,No
170000,11,21400,2272,4,3.5,8,hot water/steam,oil,No,No,No
145200,15,3400,1480,2,2.5,4,hot air,gas,No,No,No
296000,8,14000,2506,4,2.5,10,hot air,gas,No,No,No
150000,1,15800,1852,4,2,6,hot air,oil,No,No,No
86000,19,14000,1055,2,1,7,hot air,gas,No,No,No
118000,21,40000,1392,3,1.5,7,hot air,gas,No,No,No
155000,53,6500,1608,3,2,5,hot air,oil,No,No,No
222500,15,16900,1564,3,2,6,hot air,gas,No,No,No
250000,17,18400,2068,4,2.5,10,hot air,gas,No,No,Yes
365000,13,21900,2516,4,2.5,11,hot air,oil,No,No,Yes
120000,14,19300,1684,4,1.5,5,electric,electric,No,No,No
193000,18,14100,1481,3,1.5,5,hot water/steam,gas,No,No,No
85568,67,2600,999,3,1,6,hot water/steam,oil,No,No,No
82000,17,4420,896,2,1,3,hot water/steam,oil,No,No,No
225000,50,3000,792,2,1,7,hot water/steam,oil,No,No,No
240000,34,50400,2747,4,3.5,12,hot water/steam,oil,No,No,No
234900,1,43300,2277,4,2.5,8,hot air,gas,No,Yes,Yes
112000,19,14900,1281,2,2.5,6,hot air,gas,No,No,Yes
261000,14,43200,2462,4,2.5,10,hot air,gas,No,No,Yes
400000,9,57000,2897,4,2.5,12,hot air,gas,No,No,Yes
310000,4,37600,2672,4,3.5,8,hot air,electric,No,No,Yes
182000,21,26300,1932,3,1.5,8,hot air,gas,No,No,No
187500,11,25500,1320,3,2.5,7,hot air,gas,No,No,No
405000,6,23900,3296,4,2.5,12,hot air,gas,No,No,Yes
420000,6,82100,3279,4,3,11,hot air,gas,No,No,Yes
359000,4,37100,3204,4,2.5,9,hot air,gas,No,No,Yes
120000,16,9900,1217,2,2.5,6,electric,electric,No,No,Yes
171500,37,21500,1782,3,1.5,6,hot water/steam,gas,No,No,No
159900,16,28800,1180,2,1.5,6,hot air,gas,No,No,Yes
186500,16,28000,1452,3,2,8,hot air,electric,No,No,Yes
260000,13,36600,2140,4,2.5,8,hot air,gas,No,No,Yes
115000,16,9900,1219,2,1.5,6,electric,electric,No,No,Yes
191000,39,24100,1518,4,1.5,5,hot water/steam,gas,No,No,No
355465,0,233000,3328,4,2.5,12,hot air,gas,No,Yes,Yes
339900,10,54600,2344,3,2.5,10,hot air,gas,No,No,Yes
90000,74,10600,960,2,1,7,hot air,gas,No,No,No
245000,6,28800,1544,3,2.5,8,hot air,gas,No,No,No
320900,7,36400,2873,4,2.5,8,hot air,gas,No,No,Yes
159000,18,29600,1180,2,1.5,6,hot air,gas,No,No,Yes
174900,38,15100,1368,3,1.5,6,hot air,gas,No,No,No
293500,10,38400,1904,4,2.5,8,hot air,gas,No,No,Yes
210000,11,26900,1320,3,2,8,hot air,gas,No,No,No
182500,34,25200,1594,3,1.5,5,hot air,gas,No,No,No
219900,8,38100,1847,3,2.5,7,hot air,gas,No,No,Yes
370000,1,36600,3125,4,2.5,12,hot air,gas,No,Yes,Yes
286000,7,20000,2004,4,2.5,10,hot air,gas,No,No,No
169900,36,27800,1623,3,1.5,8,hot air,gas,No,No,Yes
161000,40,22000,1120,3,1,7,hot water/steam,oil,No,No,No
287000,2,53900,2363,5,2.5,11,hot air,gas,No,No,Yes
315000,9,48200,2572,4,2.5,11,hot air,gas,No,No,No
177000,25,9200,1548,3,1.5,5,electric,electric,No,No,No
332000,11,26700,2734,3,2.5,11,hot air,gas,No,No,Yes
249000,8,38800,1462,3,2,5,hot air,gas,No,No,Yes
179000,15,25500,1558,2,2.5,7,hot air,gas,No,No,No
150000,34,14000,1664,3,1.5,8,hot water/steam,oil,No,No,No
225000,16,24500,1877,4,3,10,hot air,gas,No,No,No
182000,37,21400,1838,3,1,7,hot air,gas,No,No,No
329900,9,37800,2368,4,2.5,11,hot air,gas,No,No,Yes
165000,32,22500,2104,5,1.5,11,hot water/steam,gas,No,No,No
180000,16,36800,1180,2,1.5,7,hot air,gas,No,No,No
321000,11,38800,2399,4,2.5,11,hot air,gas,No,No,Yes
180000,15,15400,1232,2,1.5,4,hot air,gas,No,No,No
178000,17,19600,1180,2,1.5,6,hot air,gas,No,No,Yes
279900,2,39500,2022,4,2.5,9,hot air,gas,No,No,No
179000,19,21000,1364,2,1.5,5,hot air,gas,No,No,Yes
183000,17,21000,1343,2,2.5,6,hot air,gas,No,No,Yes
500000,70,35900,1492,3,1,7,hot air,oil,No,No,No
170000,37,24500,999,3,1,6,hot water/steam,gas,No,No,No
179000,24,27000,2102,3,2.5,9,hot air,gas,No,No,No
184900,18,27000,1656,3,1.5,4,hot air,gas,No,No,No
177500,18,27000,1561,3,1.5,7,hot air,electric,No,No,No
112500,19,15700,988,2,2,7,electric,electric,No,No,No
180000,17,27000,1765,5,2,9,hot water/steam,gas,No,No,No
10300,20,15700,912,2,1.5,4,electric,electric,No,No,No
137900,17,15100,1592,3,1.5,7,electric,electric,No,No,No
144000,54,3600,1344,5,1,8,electric,electric,No,No,No
131600,17,15100,1385,2,1.5,7,electric,electric,No,No,No
123500,17,15100,1385,2,1.5,5,electric,electric,No,No,No
123000,17,15100,1679,2,1.5,7,electric,electric,No,No,No
109000,20,15700,908,2,1,7,electric,electric,No,No,No
173000,16,27000,1527,2,2,5,hot air,gas,No,No,Yes
